time,timestamp,latitude,longitude,altitude (m),speed,heading,date,groupNb,Vx m/s,Vy m/s
2019-12-09 10:49:35,38975.0,50.2973285,-30.89102916666667,708.0,0.066363276,0.0,120919,0,0.0,0.066363276
2019-12-09 10:49:36,38976.0,50.297329,-30.891030666666666,710.9,0.11317768,0.0,120919,0,0.0,0.11317768
2019-12-09 10:49:37,38977.0,50.29732833333333,-30.891032499999994,713.9,0.012346656000000001,0.0,120919,0,0.0,0.012346656000000001
2019-12-09 10:49:38,38978.0,50.297328666666665,-30.891032499999994,716.9,0.122437672,0.0,120919,0,0.0,0.122437672
2019-12-09 10:49:39,38979.0,50.29732816666667,-30.891033166666674,720.0,0.11780767600000001,0.0,120919,0,0.0,0.11780767600000001
2019-12-09 10:49:40,38980.0,50.29732766666667,-30.891032166666662,722.8,0.08385437200000001,0.0,120919,0,0.0,0.08385437200000001
2019-12-09 10:49:41,38981.0,50.297327,-30.89103266666666,725.8,0.01800554,0.0,120919,0,0.0,0.01800554
2019-12-09 10:49:42,38982.0,50.29732666666666,-30.891032833333327,728.8,0.129125444,0.0,120919,0,0.0,0.129125444
2019-12-09 10:49:43,38983.0,50.297327833333334,-30.89103133333333,731.7,0.0643055,0.0,120919,0,0.0,0.0643055
2019-12-09 10:49:44,38984.0,50.297327833333334,-30.891032166666662,734.8,0.132726552,0.0,120919,0,0.0,0.132726552
2019-12-09 10:49:45,38985.0,50.297327,-30.891032333333328,738.2,0.12346656,0.0,120919,0,0.0,0.12346656
2019-12-09 10:49:46,38986.0,50.29732683333334,-30.891034333333337,741.4,0.11060546,0.0,120919,0,0.0,0.11060546
2019-12-09 10:49:47,38987.0,50.297326,-30.89103733333333,745.0,0.103403244,0.0,120919,0,0.0,0.103403244
2019-12-09 10:49:48,38988.0,50.2973265,-30.89103783333333,748.1,0.066363276,0.0,120919,0,0.0,0.066363276
2019-12-09 10:49:49,38989.0,50.29732583333333,-30.89104016666667,751.0,0.06842105200000001,0.0,120919,0,0.0,0.06842105200000001
2019-12-09 10:49:50,38990.0,50.297325666666666,-30.891039500000005,753.0,0.1157499,0.0,120919,0,0.0,0.1157499
2019-12-09 10:49:51,38991.0,50.297325666666666,-30.89103933333334,754.1,0.186228728,0.0,120919,0,0.0,0.186228728
2019-12-09 10:49:52,38992.0,50.297326,-30.891039166666673,754.3,2.77028094,277.92,120919,0,-2.743856409412659,0.3817178160007127
2019-12-09 10:49:53,38993.0,50.297328,-30.891067500000005,754.3,5.677918428000001,271.85,120919,0,-5.674958919349925,0.183300132877022
2019-12-09 10:49:54,38994.0,50.29732966666667,-30.891135333333338,754.4,8.63494254,270.2,120919,0,-8.634889932975087,0.03014157439762315
2019-12-09 10:49:55,38995.0,50.297331,-30.8912435,754.2,11.322912440000001,270.1,120919,0,-11.32289519422252,0.019762200266121584
2019-12-09 10:49:56,38996.0,50.2973315,-30.89139183333333,754.2,12.746893432,269.32,120919,0,-12.745995710095386,-0.15127962518066532
2019-12-09 10:49:57,38997.0,50.2973315,-30.8915645,754.1,12.319390468,269.34,120919,0,-12.318573138773537,-0.1419060525007544
2019-12-09 10:49:58,38998.0,50.29733,-30.891739833333332,754.5,12.082746228,269.88,120919,0,-12.082719727581832,-0.025306026022598987
2019-12-09 10:49:59,38999.0,50.297329833333336,-30.891910999999993,754.7,12.00969518,269.63,120919,0,-12.009444765966819,-0.07755468849402594
2019-12-09 10:50:00,39000.0,50.29733,-30.89207966666666,755.0,11.947961900000001,270.27,120919,0,-11.947829238380978,0.05630323561107231
2019-12-09 10:50:01,39001.0,50.2973305,-30.89224733333333,755.3,11.905777492,270.37,120919,0,-11.905529244753485,0.07688362200974029
2019-12-09 10:50:02,39002.0,50.2973315,-30.892414833333333,755.4,11.988088532,270.11,120919,0,-11.988066438734176,0.023015463610767232
2019-12-09 10:50:03,39003.0,50.29733183333333,-30.8925835,755.5,12.017926284000001,270.29,120919,0,-12.017772344757931,0.06082793132709523
2019-12-09 10:50:04,39004.0,50.2973315,-30.892755500000007,756.0,11.9736841,270.29,120919,0,-11.973530727462043,0.060604002467280566
2019-12-09 10:50:05,39005.0,50.29733133333333,-30.892926000000003,756.3,12.030787384,270.09,120919,0,-12.030772541614038,0.01889790885977844
2019-12-09 10:50:06,39006.0,50.297331666666665,-30.89309466666667,756.3,12.064226244,269.89,120919,0,-12.064204010417335,-0.02316163743449152
