Time,MMSI,Latitude_degrees,Longitude_degrees,COG_degrees,SOG_knots
2016-01-12 13:02:11.218,235070762,50.7730133333333,-1.092935,157.8,5.9
2016-01-12 13:02:11.327,235013375,50.7766666666667,-1.10866666666667,14.7,19.8
2016-01-12 13:02:11.327,235031618,50.7345,-1.213,221,0.2
2016-01-12 13:02:11.327,232002939,50.8028616666667,-1.11242333333333,175,7.3
2016-01-12 13:02:12.201,247005000,50.7616816666667,-1.13859666666667,288.8,10.4
2016-01-12 13:02:13.074,235069877,50.7891083333333,-1.10927833333333,338.1,11.2
2016-01-12 13:02:13.184,235013375,50.7768333333333,-1.10866666666667,14.7,19.8
2016-01-12 13:02:13.402,235061621,50.75745,-1.08103333333333,333,20.6
2016-01-12 13:02:13.730,235059574,50.797935,-1.1176,221,0.2
2016-01-12 13:02:13.948,227273000,50.7493433333333,-1.08627,333,18.1
2016-01-12 13:02:14.057,235083854,50.7910866666667,-1.11537333333333,356.3,2.8
2016-01-12 13:02:14.166,212890000,50.8071566666667,-1.116315,0,0
2016-01-12 13:02:14.385,235089392,50.795045,-1.10783166666667,360,0
2016-01-12 13:02:14.385,235083855,50.7946983333333,-1.10778666666667,107.1,0
2016-01-12 13:02:14.385,235011206,50.770495,-1.11735333333333,49.5,6.2
2016-01-12 13:02:15.040,232002833,50.805825,-1.10461333333333,141.3,0.1
2016-01-12 13:02:15.368,235013375,50.7771666666667,-1.1085,16.2,20.1
2016-01-12 13:02:15.804,235072757,50.7785,-1.09933333333333,141,8.7
2016-01-12 13:02:15.914,235061621,50.7578,-1.08126666666667,334,20.5
2016-01-12 13:02:16.132,235028911,50.7978983333333,-1.11863666666667,332.7,0
2016-01-12 13:02:16.460,235010000,50.7947166666667,-1.10864666666667,0,0
2016-01-12 13:02:16.678,235024149,50.7949783333333,-1.11596833333333,230.5,0
2016-01-12 13:02:16.787,235004036,50.7911683333333,-1.116445,342.4,0
2016-01-12 13:02:17.115,235013375,50.7773333333333,-1.1085,16.2,20.1
2016-01-12 13:02:17.333,235086588,50.79196,-1.10552333333333,360,0
2016-01-12 13:02:17.442,235070763,50.8026666666667,-1.11283333333333,170,4.1
2016-01-12 13:02:17.552,235061621,50.7578,-1.08126666666667,334,20.5
2016-01-12 13:02:17.552,235069875,50.79593,-1.10910333333333,5.7,0
2016-01-12 13:02:17.552,235051664,50.8072766666667,-1.11626166666667,360,0
2016-01-12 13:02:18.644,235069877,50.7894033333333,-1.10945333333333,339.2,11.3
2016-01-12 13:02:18.862,235066825,50.8005,-1.11033333333333,295,0
2016-01-12 13:02:18.862,235109129,50.7982916666667,-1.12216,230.5,0
2016-01-12 13:02:19.190,235013375,50.7775,-1.10833333333333,12.9,20.2
2016-01-12 13:02:19.517,236112059,50.7085466666667,-1.04557166666667,290.3,0.6
2016-01-12 13:02:19.626,227273000,50.7497916666667,-1.08662666666667,333,18.1
2016-01-12 13:02:19.845,235031617,50.7743333333333,-1.11633333333333,238,9.7
2016-01-12 13:02:19.954,245188000,50.8141,-1.09233333333333,117.5,0.1
2016-01-12 13:02:20.172,372926000,50.6471,-1.00733333333333,202,0
2016-01-12 13:02:20.500,311855000,50.7313166666667,-1.05368333333333,292,10
2016-01-12 13:02:20.937,235014661,50.7911666666667,-1.11433333333333,105,0
2016-01-12 13:02:21.264,235070762,50.77275,-1.09275333333333,158.9,5.9
2016-01-12 13:02:21.264,235013375,50.7776666666667,-1.10833333333333,12.2,20
2016-01-12 13:02:21.592,235061621,50.7583166666667,-1.08171666666667,332,20.7
2016-01-12 13:02:21.810,538003523,50.57672,-1.04087666666667,171.8,0.3
2016-01-12 13:02:22.684,247005000,50.7618533333333,-1.13939333333333,288.8,10.5
2016-01-12 13:02:22.684,235031618,50.7345,-1.213,212,0.2
2016-01-12 13:02:22.793,235074416,50.807185,-1.10388166666667,145,0
2016-01-12 13:02:23.012,235089392,50.7950466666667,-1.10783166666667,360,0
2016-01-12 13:02:23.121,311758000,50.7592166666667,-1.11281666666667,356,0.2
2016-01-12 13:02:23.121,235013375,50.7778333333333,-1.10833333333333,9.6,19
2016-01-12 13:02:24.431,235072757,50.7783333333333,-1.099,140,8.7
2016-01-12 13:02:24.650,212890000,50.8071483333333,-1.11631666666667,0,0
2016-01-12 13:02:25.086,235013375,50.778,-1.10833333333333,10.3,18.5
2016-01-12 13:02:25.086,235069877,50.7897033333333,-1.10961833333333,339.8,11.4
2016-01-12 13:02:25.523,235061621,50.7586333333333,-1.08206666666667,331,20.8
2016-01-12 13:02:25.851,247006000,50.7049216666667,-1.03565666666667,84.9,0.3
2016-01-12 13:02:25.851,227273000,50.7502466666667,-1.08696833333333,336,18.1
2016-01-12 13:02:25.960,235086588,50.79196,-1.10552333333333,323.9,0.2
2016-01-12 13:02:26.069,235070763,50.8026666666667,-1.11283333333333,172,3.1
2016-01-12 13:02:26.615,232002833,50.8058583333333,-1.10461666666667,2,0.2
2016-01-12 13:02:26.943,235024149,50.7949883333333,-1.11596,25.7,0.2
2016-01-12 13:02:27.161,235013375,50.7781666666667,-1.10833333333333,5.9,19
2016-01-12 13:02:27.816,235061621,50.7588,-1.08223333333333,329,20.8
2016-01-12 13:02:27.926,235051664,50.8072833333333,-1.11626833333333,360,0.3
2016-01-12 13:02:28.581,235109129,50.7983033333333,-1.122135,228.4,0
2016-01-12 13:02:28.799,235069875,50.7959233333333,-1.10909833333333,217.9,0
2016-01-12 13:02:29.127,235013375,50.7783333333333,-1.10833333333333,0,18.6
2016-01-12 13:02:29.236,235066825,50.8005,-1.11033333333333,284,0
2016-01-12 13:02:29.345,235031617,50.774,-1.11683333333333,237,9.5
2016-01-12 13:02:29.891,235061621,50.75895,-1.08241666666667,329,20.8
2016-01-12 13:02:30.219,245188000,50.8141,-1.09233333333333,358.5,0.1
2016-01-12 13:02:30.328,235070762,50.7725133333333,-1.09261333333333,156.9,6.1
2016-01-12 13:02:30.656,235069877,50.7899983333333,-1.10977833333333,340.9,11.3
2016-01-12 13:02:30.656,235014661,50.7911666666667,-1.11433333333333,105,0
2016-01-12 13:02:30.983,311855000,50.7315333333333,-1.05451666666667,292,10.1
2016-01-12 13:02:31.202,235013375,50.7785,-1.10833333333333,0.2,18.4
2016-01-12 13:02:31.311,235061621,50.7591166666667,-1.08258333333333,328,20.9
2016-01-12 13:02:31.311,227273000,50.7507083333333,-1.08728333333333,337,18.2
2016-01-12 13:02:31.748,235104062,50.7992683333333,-1.119105,189,0
2016-01-12 13:02:32.075,235031618,50.7345,-1.21316666666667,221,0.2
2016-01-12 13:02:32.075,232002939,50.8022433333333,-1.11241666666667,179,6
2016-01-12 13:02:32.621,538003523,50.576685,-1.04089833333333,197.7,1.1
2016-01-12 13:02:32.949,235089392,50.795045,-1.10783,360,0
2016-01-12 13:02:32.949,235061621,50.7592833333333,-1.08275,328,20.9
2016-01-12 13:02:33.058,247005000,50.7620183333333,-1.14012,289.9,10.5
2016-01-12 13:02:33.167,235013375,50.7786666666667,-1.10816666666667,7.2,17.7
2016-01-12 13:02:33.276,235070763,50.8025,-1.11283333333333,173,2.5
2016-01-12 13:02:33.495,212890000,50.8071316666667,-1.116335,0,0
2016-01-12 13:02:34.696,235064777,50.795495,-1.10995833333333,153,0
2016-01-12 13:02:35.133,235013375,50.7788333333333,-1.10816666666667,11.2,17.3
2016-01-12 13:02:35.570,235061621,50.75945,-1.0829,328,20.9
2016-01-12 13:02:35.679,235072757,50.778,-1.0985,140,8.7
2016-01-12 13:02:36.116,232002833,50.8058583333333,-1.10461833333333,356.8,0.2
2016-01-12 13:02:36.334,235024149,50.795045,-1.11589833333333,32.3,1.6
2016-01-12 13:02:36.443,235069877,50.7902966666667,-1.10991333333333,342.6,11.2
2016-01-12 13:02:36.552,235070763,50.8025,-1.11283333333333,173,2.2
2016-01-12 13:02:36.771,227273000,50.751175,-1.08757666666667,338,18.1
2016-01-12 13:02:36.880,235086588,50.79196,-1.10552,360,0.1
2016-01-12 13:02:37.208,235013375,50.779,-1.108,16.4,17.2
2016-01-12 13:02:37.426,235105058,50.801865,-1.12275333333333,134.6,0.1
2016-01-12 13:02:37.863,235051664,50.8072833333333,-1.116275,360,0
2016-01-12 13:02:39.173,235109129,50.7983116666667,-1.12212166666667,229.6,0.1
2016-01-12 13:02:39.173,235013375,50.7791666666667,-1.108,17.2,18
2016-01-12 13:02:39.392,235061621,50.7597833333333,-1.0832,328,20.9
2016-01-12 13:02:39.501,235070763,50.8025,-1.11266666666667,172,2
2016-01-12 13:02:39.610,311855000,50.7316833333333,-1.05506666666667,292,10.1
2016-01-12 13:02:39.828,235070762,50.7722833333333,-1.09243,154.3,6.2
2016-01-12 13:02:39.938,235031617,50.7738333333333,-1.1175,238,9.7
2016-01-12 13:02:39.938,235066825,50.8005,-1.11033333333333,284,0
2016-01-12 13:02:40.265,245188000,50.8141,-1.09235,160.2,0.1
2016-01-12 13:02:40.265,235005246,50.809165,-1.11172166666667,223.3,5.6
2016-01-12 13:02:40.920,235069875,50.7959233333333,-1.10909666666667,42,0
2016-01-12 13:02:41.248,235013375,50.7793333333333,-1.108,11.7,17.3
2016-01-12 13:02:41.466,232002939,50.80203,-1.11239833333333,177,4.7
2016-01-12 13:02:41.576,235014661,50.7911666666667,-1.11433333333333,105,0
2016-01-12 13:02:42.340,235069877,50.790595,-1.110045,343.7,11.2
2016-01-12 13:02:42.558,235089392,50.7950416666667,-1.10783,360,0
2016-01-12 13:02:42.777,247005000,50.7621983333333,-1.14083833333333,291.3,10.5
2016-01-12 13:02:42.995,235031618,50.7345,-1.21316666666667,237,0.1
2016-01-12 13:02:43.214,235013375,50.7795,-1.108,8.6,16.8
2016-01-12 13:02:43.432,227273000,50.7516466666667,-1.08784833333333,340,18
2016-01-12 13:02:44.087,235074416,50.8072133333333,-1.1039,295,0
2016-01-12 13:02:44.306,235109172,50.7987483333333,-1.120265,19.7,0.1
2016-01-12 13:02:44.524,212890000,50.80712,-1.11635666666667,0,0
2016-01-12 13:02:44.633,235072757,50.7776666666667,-1.09816666666667,140,8.7
2016-01-12 13:02:44.961,235083854,50.7915233333333,-1.11513833333333,353,2.9
2016-01-12 13:02:45.070,235013375,50.7795,-1.10783333333333,7.7,16.3
2016-01-12 13:02:45.070,235011206,50.77099,-1.11642166666667,55.6,5
2016-01-12 13:02:45.507,235061621,50.7602666666667,-1.0837,328,20.8
2016-01-12 13:02:45.834,232002833,50.8058583333333,-1.10462333333333,339.2,0.3
2016-01-12 13:02:46.271,235086588,50.79196,-1.10552333333333,360,0
2016-01-12 13:02:46.817,235010000,50.7947216666667,-1.10864833333333,167.4,0
2016-01-12 13:02:47.145,235070763,50.8025,-1.11266666666667,169,1.6
2016-01-12 13:02:47.254,235013375,50.7796666666667,-1.10783333333333,14.4,16.4
2016-01-12 13:02:47.582,235024149,50.7951866666667,-1.115745,34.6,3.4
2016-01-12 13:02:47.909,235012040,50.7893533333333,-1.11998,122,0
2016-01-12 13:02:48.346,235109129,50.7983033333333,-1.12212166666667,228.1,0
2016-01-12 13:02:48.346,235051664,50.8072833333333,-1.11627833333333,360,0
2016-01-12 13:02:49.001,235069877,50.790895,-1.11011166666667,348.6,11
2016-01-12 13:02:49.110,227273000,50.7521183333333,-1.08810666666667,341,17.9
2016-01-12 13:02:49.220,235069877,50.790895,-1.11011166666667,348.6,11
2016-01-12 13:02:49.220,235013375,50.7798333333333,-1.10783333333333,16.9,16.5
2016-01-12 13:02:49.438,311855000,50.7319,-1.05588333333333,292,10.1
2016-01-12 13:02:49.875,235031617,50.7735,-1.118,238,9.7
2016-01-12 13:02:50.202,235014661,50.7911666666667,-1.11433333333333,105,0
2016-01-12 13:02:50.417,245188000,50.8141,-1.09233333333333,246.7,0.1
2016-01-12 13:02:50.527,235066825,50.8005,-1.11033333333333,284,0
2016-01-12 13:02:51.073,235013375,50.78,-1.10766666666667,13.5,16.7
2016-01-12 13:02:51.182,235061621,50.7607666666667,-1.08415,328,20.7
2016-01-12 13:02:51.182,232002939,50.8018683333333,-1.11235333333333,177,4
2016-01-12 13:02:51.400,235070762,50.7719683333333,-1.092235,158.3,6.2
2016-01-12 13:02:52.601,247005000,50.7623833333333,-1.14156,291.5,10.6
2016-01-12 13:02:52.820,235024149,50.7952716666667,-1.11564166666667,36.6,4.1
2016-01-12 13:02:53.038,235089392,50.7950433333333,-1.107835,360,0.2
2016-01-12 13:02:53.147,235069875,50.795935,-1.10909333333333,183.6,0.1
2016-01-12 13:02:53.147,235013375,50.7801666666667,-1.10766666666667,19.2,16.9
2016-01-12 13:02:53.257,235070763,50.8025,-1.11266666666667,165,1.4
2016-01-12 13:02:54.130,235072757,50.7773333333333,-1.09783333333333,139,8.7
2016-01-12 13:02:54.567,232002833,50.8058516666667,-1.104615,40.3,0.1
2016-01-12 13:02:55.113,235013375,50.7803333333333,-1.1075,22.2,17.1
2016-01-12 13:02:55.113,212890000,50.8071266666667,-1.11634333333333,50.3,0
2016-01-12 13:02:55.222,235069877,50.7911916666667,-1.11015833333333,352.4,10.8
2016-01-12 13:02:55.659,235069877,50.79124,-1.11016666666667,352.7,10.8
2016-01-12 13:02:55.768,227273000,50.75259,-1.08835333333333,342,17.9
2016-01-12 13:02:55.987,235069877,50.79124,-1.11016666666667,352.7,10.8
2016-01-12 13:02:56.205,235008564,50.78855,-1.29914166666667,191,36.3
2016-01-12 13:02:57.188,235070763,50.8023333333333,-1.11266666666667,161,1.3
2016-01-12 13:02:57.188,235003665,50.7961566666667,-1.11606666666667,237.4,0
2016-01-12 13:02:57.297,235013375,50.7805,-1.1075,20.8,17.1
2016-01-12 13:02:57.297,235086588,50.79196,-1.10552166666667,360,0.1
2016-01-12 13:02:57.406,235024149,50.7953633333333,-1.11552,38.6,4.8
2016-01-12 13:02:57.843,235061621,50.7612666666667,-1.08461666666667,328,20.7
2016-01-12 13:02:58.498,235051664,50.8072766666667,-1.11628,360,0
2016-01-12 13:02:58.717,235109129,50.7983016666667,-1.12211333333333,232.2,0.1
